,joined,kind,link,location,market,name,pitch,raised,size,stage,website,query,type_,tech,min_size,lifetime,raised_month,k_raised,m_raised,b_raised,latitude,longitude,address
7118,2018-06-01,startup,https://angel.co/based-shm-and-articial-neural-networks,,,based shm and articial neural networks,,,-,seed,-,neural network,,python,,8,,,,,,,
7119,2018-06-01,startup,https://angel.co/bgx-1,zug,mobile commerce,bgx,shopify but with the power of decentralisation,,11-50,seed,bgx.ai,neural network,,python,11,8,,,,,47.1679898,,"Zug, Schweiz/Suisse/Svizzera/Svizra"
7120,2018-06-01,startup,https://angel.co/odus,los angeles,intelligent assistants,odus.ai,ai based conversational platform,,1-10,seed,odus.ai,neural network,,python,1,8,,,,,34.0536834,-118.2427669,"LA, Los Angeles County, California, USA"
7121,2018-06-01,startup,https://angel.co/brainpool-ai,london,deep learning,brainpool ai,the network of artificial intelligence experts,,1-10,seed,brainpool.ai,neural network,,python,1,8,,,,,51.5073219,-0.1276474,"London, Greater London, England, SW1A 2DU, UK"
7122,2018-06-01,startup,https://angel.co/neural-networks-5,,,(neural networks),,,-,seed,-,neural network,,python,,8,,,,,,,
7123,2018-06-01,startup,https://angel.co/infxl,colleyville,predictive analytics,infxl,intelligence for tiny devices ultra low power deep nets,,1-10,seed,infxl.com,neural network,,python,1,8,,,,,32.8809603,-97.155012,"Colleyville, Tarrant County, Texas, USA"
7124,2018-06-01,startup,https://angel.co/learning-application-using-convolutional-neural-networks,,,learning application using convolutional neural networks,,,-,seed,-,neural network,,python,,8,,,,,,,
7125,2018-07-01,startup,https://angel.co/mineunit-1,switzerland,blockchains,mineunit,plug and earn,,11-50,seed,mineunit.com,neural network,,python,11,7,,,,,46.7985624,8.2319736,Schweiz/Suisse/Svizzera/Svizra
7126,2018-07-01,startup,https://angel.co/nanoprinting,backnang,nanotechnology,nanoprinting,ai precision nanoprinter,,1-10,seed,solarprint.technology,neural network,,python,1,7,,,,,48.9466799,9.4311225,"Backnang, Vereinbarte Verwaltungsgemeinschaft der Stadt Backnang, Rems-Murr-Kreis, Regierungsbezirk Stuttgart, Baden-Württemberg, 71522, Deutschland"
7127,2018-07-01,startup,https://angel.co/stat-decision-labs-1,bangalore urban,predictive analytics,stat decision labs,personalized debts collection management,,11-50,seed,statanalytics.com,neural network,,python,11,7,,,,,12.94514225,77.5536449997113,"Bangalore Urban, Karnataka, India"
7128,2018-07-01,startup,https://angel.co/min-convolutional-neural-network-for-image,,,min convolutional neural network for image,,,-,seed,-,neural network,,python,,7,,,,,,,
7129,2018-07-01,startup,https://angel.co/simexp-lab-criugm,montreal,neuroscience,simexp lab criugm,aritificial neural networks,,1-10,seed,simexp.github.io,neural network,,python,1,7,,,,,45.4972159,-73.6103642,"Montréal, Agglomération de Montréal, Montréal (06), Québec, Canada"
7130,2018-07-01,startup,https://angel.co/nonlinear-control-using-differential-neural-networks,,,nonlinear control using differential neural networks,,,-,seed,-,neural network,,python,,7,,,,,,,
7131,2018-08-01,startup,https://angel.co/dragonn-deep-regulatory-genomic-neural-networks-nature-methods,,,dragonn deep regulatory genomic neural networks. nature methods,,,-,seed,-,neural network,,python,,6,,,,,,,
7132,2018-08-01,startup,https://angel.co/archeads,moscow,office space,archeads,solutions for fast office crossings,,1-10,seed,archeads.org,neural network,,python,1,6,,,,,55.7504461,37.6174943,"Москва, Центральный административный округ, Москва, ЦФО, РФ"
7133,2018-08-01,startup,https://angel.co/building-and-deploying-neural-networks,,,building and deploying neural networks,,,-,seed,-,neural network,,python,,6,,,,,,,
7134,2018-08-01,startup,https://angel.co/cinet-center-for-information-and-neural-networks-osaka-japan,,,cinet (center for information and neural networks osaka japan).,,,-,seed,-,neural network,,python,,6,,,,,,,
7135,2018-08-01,startup,https://angel.co/application-of-recurrent-neural-networks,,,application of recurrent neural networks,,,-,seed,-,neural network,,python,,6,,,,,,,
7136,2018-08-01,startup,https://angel.co/convolutional-neural-networks-works-and-its,,,convolutional neural networks works and its,,,-,seed,-,neural network,,python,,6,,,,,,,
7137,2018-06-01,startup,https://angel.co/and-global-pte-ltd,singapore,finance technology,and global pte.ltd,true fintech company powered by machine learning and brilliant minds.,,51-200,seed,and.global,neural network,,python,51,8,,,,,1.2904753,103.8520359,"Singapore, Central, 178957, Singapore"
7138,2018-06-01,startup,https://angel.co/adaptilab,bellevue,training,adaptilab,custom machine learning onboarding and training for enterprises,,1-10,seed,adaptilab.com,neural network,,python,1,8,,,,,47.6144219,-122.1923372,"Bellevue, King County, Washington, USA"
7139,2018-07-01,startup,https://angel.co/implement-artificial-neural-networks-and-conduct,,,implement artificial neural networks and conduct,,,-,seed,-,neural network,,python,,7,,,,,,,
7140,2018-07-01,startup,https://angel.co/experience-in-neural-networks-deep-learning-modeling,,,experience in neural networks (deep learning modeling).,,,-,seed,-,neural network,,python,,7,,,,,,,
7141,2018-07-01,startup,https://angel.co/pi-e-commerce-pvt-2,hyderabad,web development,pi e commerce,ad tech to stock sale,,11-50,seed,pitech.solutions,neural network,,python,11,7,,,,,17.3616079,78.4746286,"Hyderabad, Telangana, India"
7142,2018-07-01,startup,https://angel.co/recurrent-neural-network-rnn,,,recurrent neural network (rnn),,,-,seed,-,neural network,,python,,7,,,,,,,
7143,2018-07-01,startup,https://angel.co/configuring-spiking-neural-network-training-algorithm,,,configuring spiking neural network training algorithm.,,,-,seed,-,neural network,,python,,7,,,,,,,
7144,2018-07-01,startup,https://angel.co/neural-network-implementation-for,,,neural network implementation for,,,-,seed,-,neural network,,python,,7,,,,,,,
7145,2018-07-01,startup,https://angel.co/a-neural-networks,,,a neural networks,,,-,seed,-,neural network,,python,,7,,,,,,,
7146,2018-07-01,startup,https://angel.co/ai-4-soft-ltd,london,hardware + software,ai 4 soft.ltd,neural network,,1-10,seed,ai4soft.com,neural network,,python,1,7,,,,,51.5073219,-0.1276474,"London, Greater London, England, SW1A 2DU, UK"
7147,2018-07-01,startup,https://angel.co/want-ad-1,moscow,b2b * saas * mobile * artificial intelligence / machine learning,want.ad,content targeting in real time,,11-50,seed,wantad.club,neural network,,python,11,7,,,,,55.7504461,37.6174943,"Москва, Центральный административный округ, Москва, ЦФО, РФ"
7148,2018-08-01,startup,https://angel.co/deepconvoluted-neural-networks,,,deepconvoluted neural networks,,,-,seed,-,neural network,,python,,6,,,,,,,
7149,2018-08-01,startup,https://angel.co/fmi-technologies,new york city,hedge funds,fmi technologies,faster transparent alternative to ai,,1-10,seed,fmitech.net,neural network,,python,1,6,,,,,40.7308619,-73.9871558,"NYC, New York, USA"
7150,2018-08-01,startup,https://angel.co/convolution-neural-networks,,,convolution neural networks,,,-,seed,-,neural network,,python,,6,,,,,,,
7151,2018-12-01,startup,https://angel.co/tekiq,north reading,video streaming,tekiq,ai for streaming content moderation,,1-10,seed,tekiq.io,neural network,,python,1,2,,,,,42.5750939,-71.0786653,"North Reading, Middlesex County, Massachusetts, USA"
7152,2018-11-01,startup,https://angel.co/neural-network-project,,,neural network project,,,-,seed,-,neural network,,python,,3,,,,,,,
7153,2018-12-01,startup,https://angel.co/convolutional-neural-network-in-deep-learning-moreover,,,convolutional neural network in deep learning. moreover,,,-,seed,-,neural network,,python,,2,,,,,,,
7154,2018-12-01,startup,https://angel.co/deepeyes-ai,munich,artificial neural networks,deepeyes ai,fastest and most precise video ai solution,,1-10,seed,deepeyes.co,neural network,,python,1,2,,,,,48.1371079,11.5753822,"München, Obb, Bayern, Deutschland"
7155,2018-12-01,startup,https://angel.co/programinion-ai,california,software engineering,programinion.ai,a.i. programming assistant,,1-10,seed,programinion.ai,neural network,,python,1,2,,,,,36.7014631,-118.7559974,
7156,2012-07-01,startup,https://angel.co/verbalizeit,new york city,language learning,verbalizeit,your global voice. powered by human translators.,2448000.0,1-10,seed,VerbalizeIt.com,deep learning,,python,1,80,30600.0,2448.0,2.448,0.002448,40.7308619,-73.9871558,"NYC, New York, USA"
7157,2015-02-01,startup,https://angel.co/mashgin,mountain view,retail technology,mashgin,reinventing the checkout experience,,11-50,seed,mashgin.com,deep learning,,python,11,49,,,,,37.3893889,-122.0832101,"Mountain View, Santa Clara County, California, USA"
7158,2014-12-01,startup,https://angel.co/neurala,boston,robotics,neurala,brains for bots,15750000.0,11-50,seed,neurala.com,deep learning,,python,11,51,308823.5294117647,15750.0,15.75,0.01575,42.3602534,-71.0582912,"Boston, Suffolk County, Massachusetts, USA"
7159,2016-05-01,startup,https://angel.co/pilot-ai-labs,palo alto,computer vision,pilot ai,software based deep learning computer vision on commodity embedded platforms,,11-50,seed,pilot.ai,deep learning,,python,11,34,,,,,37.4455862,-122.1619289,"Palo Alto, Santa Clara County, California, USA"
7160,2015-12-01,startup,https://angel.co/orro,san francisco,consumer electronics,orro,never think about your lights again,,11-50,seed,getorro.com,deep learning,,python,11,39,,,,,37.7792808,-122.4192363,"SF, California, USA"
7161,2014-03-01,startup,https://angel.co/kiko-labs,palo alto,educational games,kiko labs,next generation cognitive game platform for pre schoolers.,50000.0,1-10,seed,kikolabs.com,deep learning,,python,1,60,833.3333333333334,50.0,0.05,5e-05,37.4455862,-122.1619289,"Palo Alto, Santa Clara County, California, USA"
7162,2015-09-01,startup,https://angel.co/pomika,san antonio,visual search,pomika,we turn images into inspirational micro e commerce sites,,,seed,pomika.com,deep learning,,python,0,42,,,,,29.4246002,-98.4951405,"San Antonio, Bexar County, Texas, USA"
7163,2015-12-01,startup,https://angel.co/magentiq-eye,israel,medical devices,magentiq eye,see beyond the visible,150000.0,-,seed,magentiq.com,deep learning,,python,,39,3846.153846153846,150.0,0.15,0.00015,30.8760272,35.0015196,ישראל
7164,2016-03-01,startup,https://angel.co/avalon-ai,london,diagnostics,avalon ai,accelerating the development of a cure for neurodegenerative diseases,,1-10,seed,avalonai.com,deep learning,,python,1,36,,,,,51.5073219,-0.1276474,"London, Greater London, England, SW1A 2DU, UK"
7165,2016-06-01,startup,https://angel.co/deepgram,san francisco,audio,deepgram,speech recognition for business,1800000.0,1-10,seed,deepgram.com,deep learning,,python,1,33,54545.454545454544,1800.0,1.8,0.0018,37.7792808,-122.4192363,"SF, California, USA"
7166,2016-02-01,startup,https://angel.co/dreambox-learning,bellevue,education technology,dreambox learning,k 8 math curriculum with pioneering adaptive technology and motivating environment,45600000.0,51-200,seed,dreambox.com,deep learning,,python,51,37,1232432.4324324324,45600.0,45.6,0.0456,47.6144219,-122.1923372,"Bellevue, King County, Washington, USA"
7167,2015-08-01,startup,https://angel.co/wrappup,dubai,productivity software,wrappup,speech ai tool that auto summarizes your meetings,,1-10,seed,wrappup.ai,deep learning,,python,1,43,,,,,25.0750095,55.1887608818332,"دبي, شارع الخميلة, Emirates Hills, دبي, دبي‎, 24857, الإمارات العربية المتحدة"
7168,2015-10-01,startup,https://angel.co/resource-io,san francisco,b2b,resource,a new standard in recruiting,3000000.0,1-10,seed,resource.io,deep learning,,python,1,41,73170.73170731707,3000.0,3.0,0.003,37.7792808,-122.4192363,"SF, California, USA"
7169,2015-02-01,startup,https://angel.co/tractable,london,machine learning,tractable,deep learning for automation,,51-200,seed,tractable.io,deep learning,,python,51,49,,,,,51.5073219,-0.1276474,"London, Greater London, England, SW1A 2DU, UK"
7170,2018-05-01,startup,https://angel.co/bytegain-1,los altos,predictive analytics,bytegain,deep learning for the rest of us,,1-10,seed,bytegain.com,deep learning,,python,1,9,,,,,37.3790629,-122.116578,"Los Altos, Santa Clara County, California, USA"
7171,2012-01-01,startup,https://angel.co/rocketship-education,redwood city,k 12 education,rocketship education,rethinking elementary school from the ground up,3100000.0,51-200,seed,rsed.org,deep learning,,python,51,86,36046.51162790698,3100.0,3.1,0.0031,37.4863239,-122.2325233,"Redwood City, San Mateo County, California, USA"
7172,2014-01-01,startup,https://angel.co/brainrush,santa monica,crowdsourcing,brainrush,adaptive learning game platform,1675000.0,1-10,seed,brainrush.com,deep learning,,python,1,62,27016.129032258064,1675.0,1.675,0.001675,34.0250724,-118.4965129,"Santa Monica, Los Angeles County, California, USA"
7173,2014-05-01,startup,https://angel.co/algolux,san francisco,computer vision,algolux,driving safety in autonomous vision,2600000.0,11-50,seed,algolux.com,deep learning,,python,11,58,44827.58620689655,2600.0,2.6,0.0026,37.7792808,-122.4192363,"SF, California, USA"
7174,2014-05-01,startup,https://angel.co/iota-security,,mobile health,iota security,cybercrime prevention for mobile and iot devices,,,seed,iotasecurity.com,deep learning,,python,0,58,,,,,,,
7175,2015-06-01,startup,https://angel.co/semantic-machines,boston,consumer,semantic machines,were building a new kind of mobile experience stay tuned...,12380000.0,11-50,seed,semanticmachines.com,deep learning,,python,11,45,275111.1111111111,12380.0,12.38,0.01238,42.3602534,-71.0582912,"Boston, Suffolk County, Massachusetts, USA"
7176,2016-02-01,startup,https://angel.co/context-scout,london,knowledge management,context scout,a content aware browser that assists you as you explore the web,1850000.0,1-10,seed,contextscout.com,deep learning,,python,1,37,50000.0,1850.0,1.85,0.00185,51.5073219,-0.1276474,"London, Greater London, England, SW1A 2DU, UK"
7177,2016-08-01,startup,https://angel.co/greppyco,palo alto,robotics,greppy,robots for the home using cv and ml to do menial work,,-,seed,greppy.co,deep learning,,python,,31,,,,,37.4455862,-122.1619289,"Palo Alto, Santa Clara County, California, USA"
7178,2013-10-01,startup,https://angel.co/affinio-1,canada,,affinio,marketing intelligent platform,4000000.0,51-200,seed,affinio.com,deep learning,,python,51,65,61538.46153846154,4000.0,4.0,0.004,61.0666922,-107.9917071,Canada
7179,2014-10-01,startup,https://angel.co/hyperverge,palo alto,deep learning,hyperverge,,1700000.0,11-50,seed,hyperverge.co,deep learning,,python,11,53,32075.471698113208,1700.0,1.7,0.0017,37.4455862,,"Palo Alto, Santa Clara County, California, USA"
7180,2015-08-01,startup,https://angel.co/binaryvr,san francisco,face recognition,binaryvr,vision intelligence in human sensing technology,5800000.0,1-10,seed,binaryvr.com,deep learning,,python,1,43,134883.72093023255,5800.0,5.8,0.0058,37.7792808,-122.4192363,"SF, California, USA"
7181,2015-06-01,startup,https://angel.co/pandascore,paris,b2b,pandascore,e sports data provider,3167000.0,11-50,seed,pandascore.co,deep learning,,python,11,45,70377.77777777778,3167.0,3.167,0.003167,48.8566101,2.3514992,"Paris, Île-de-France, France métropolitaine, France"
7182,2015-08-01,startup,https://angel.co/blue-j-legal,toronto,professional services,blue j legal,the next generation of legal research,,11-50,seed,bluejlegal.com,deep learning,,python,11,43,,,,,43.653963,-79.387207,"Toronto, Ontario, M6K 1X9, Canada"
7183,2016-03-01,startup,https://angel.co/grokstyle,san francisco,visual search,grokstyle,visual search and recommendation,2000000.0,1-10,seed,grokstyle.com,deep learning,,python,1,36,55555.555555555555,2000.0,2.0,0.002,37.7792808,-122.4192363,"SF, California, USA"
7184,2016-04-01,startup,https://angel.co/suchflex,san francisco,cloud infrastructure,suchflex,the future of high performance computing. (alchemist class xiv),,1-10,seed,suchflex.com,deep learning,,python,1,35,,,,,37.7792808,-122.4192363,"SF, California, USA"
7185,2017-03-01,startup,https://angel.co/synapse-technology-corp,palo alto,defense,synapse technology,augmented cognition company focused on national security & defense,,11-50,seed,syntechcorporation.com,deep learning,,python,11,24,,,,,37.4455862,-122.1619289,"Palo Alto, Santa Clara County, California, USA"
7186,2017-04-01,startup,https://angel.co/deep-sentinel,pleasanton,consumer electronics,deep sentinel,providing the service every homeowner wants for security and protection.,7350000.0,11-50,seed,deepsentinel.com,deep learning,,python,11,23,319565.2173913043,7350.0,7.35,0.00735,37.6624312,-121.8746789,"Pleasanton, Alameda County, California, USA"
7187,2017-06-01,startup,https://angel.co/robik-ai,cambridge,robotics,robik.ai,autonomous last mile robotics,,1-10,seed,robik.ai,deep learning,,python,1,21,,,,,52.2034823,0.1235817,"Cambridge, Cambridgeshire, East of England, England, UK"
7188,2013-10-01,startup,https://angel.co/packetsled,seattle,network security,packetsled,"breach detection, network forensics, and incident response",7400000.0,11-50,seed,packetsled.com,deep learning,,python,11,65,113846.15384615384,7400.0,7.4,0.0074,47.6038321,,"Seattle, King County, Washington, USA"
7189,2014-10-01,startup,https://angel.co/bibblio,london,digital publishing,bibblio,turn your visitors into regulars,1740000.0,11-50,seed,bibblio.org,deep learning,,python,11,53,32830.188679245286,1740.0,1.74,0.00174,51.5073219,-0.1276474,"London, Greater London, England, SW1A 2DU, UK"
7190,2014-11-01,startup,https://angel.co/zippin,san francisco,retail technology,zippin,checkout free shopping for every store,,1-10,seed,zyp.ai,deep learning,,python,1,52,,,,,37.7792808,-122.4192363,"SF, California, USA"
7191,2015-11-01,startup,https://angel.co/algo-2,palo alto,e commerce platforms,algo (acquired by meltwater),reading the web with a.i.,,,seed,algo.com,deep learning,,python,0,40,,,,,37.4455862,-122.1619289,"Palo Alto, Santa Clara County, California, USA"
7192,2016-09-01,startup,https://angel.co/doxel,palo alto,computer vision,doxel,artificial intelligence for construction productivity in a $10 trillion industry,4500000.0,11-50,seed,doxel.ai,deep learning,,python,11,30,150000.0,4500.0,4.5,0.0045,37.4455862,-122.1619289,"Palo Alto, Santa Clara County, California, USA"
7193,2016-11-01,startup,https://angel.co/drive-ai-2,san carlos,robotics,drive.ai,building the brain of self?driving vehicles,62000000.0,11-50,seed,drive.ai,deep learning,,python,11,28,2214285.714285714,62000.0,62.0,0.062,6.19008655,-74.942193364632,"San Carlos, Oriente, Antioquia, Colombia"
7194,2017-01-01,startup,https://angel.co/arraiy,palo alto,augmented reality,arraiy,"a computer vision and deep learning platform for video, ar, vr and game creators.",,11-50,seed,arraiy.com,deep learning,,python,11,26,,,,,37.4455862,-122.1619289,"Palo Alto, Santa Clara County, California, USA"
7195,2018-12-01,startup,https://angel.co/sentient-machines,london,customer service,sentient machines,analysing speech and sentiment in order to empower smarter human communication.,,1-10,seed,sentientmachines.tech,deep learning,,python,1,2,,,,,51.5073219,-0.1276474,"London, Greater London, England, SW1A 2DU, UK"
7196,2017-06-01,startup,https://angel.co/muralhq,new york city,professional services,mural,the missing identity layer for the modern knowledge worker.,,1-10,seed,muralapp.io,deep learning,,python,1,21,,,,,40.7308619,-73.9871558,"NYC, New York, USA"
7197,2014-07-01,startup,https://angel.co/mindops,san francisco,augmented reality,mindops,augmented reality recognition,,1-10,seed,mindops.com,deep learning,,python,1,56,,,,,37.7792808,-122.4192363,"SF, California, USA"
7198,2014-08-01,startup,https://angel.co/roqad,berlin,internet of things,roq.ad,cross device advertising,,11-50,seed,roq.ad,deep learning,,python,11,55,,,,,52.5170365,13.3888599,"Berlin, 10117, Deutschland"
7199,2015-10-01,startup,https://angel.co/techaviv-founders-club,palo alto,,techaviv,the global israeli startup founders club,,1001-5000,seed,techaviv.com,deep learning,,python,1001,41,,,,,37.4455862,-122.1619289,"Palo Alto, Santa Clara County, California, USA"
7200,2016-01-01,startup,https://angel.co/creditkudos,london,credit,credit kudos,were building the first truly global passport to financial services.,,11-50,seed,creditkudos.com,deep learning,,python,11,38,,,,,51.5073219,-0.1276474,"London, Greater London, England, SW1A 2DU, UK"
7201,2016-08-01,startup,https://angel.co/petuum,pittsburgh,data center automation,petuum,artificial intelligence and machine learning for enterprise,108000000.0,51-200,seed,petuum.com,deep learning,,python,51,31,3483870.9677419355,108000.0,108.0,0.108,40.4416941,-79.9900861,"PGH, Allegheny County, Pennsylvania, USA"
7202,2016-10-01,startup,https://angel.co/diffeo,cambridge,defense,diffeo,collaborative machine intelligence,,11-50,seed,diffeo.com,deep learning,,python,11,29,,,,,52.2034823,0.1235817,"Cambridge, Cambridgeshire, East of England, England, UK"
7203,2017-07-01,startup,https://angel.co/focal-2,boston,computer vision,focal,we are changing the way computer vision systems are developed.,,1-10,seed,f0cal.com,deep learning,,python,1,20,,,,,42.3602534,-71.0582912,"Boston, Suffolk County, Massachusetts, USA"
7204,2017-07-01,startup,https://angel.co/idelic-1,pittsburgh,risk management,idelic,ml platform for transportation fleets,,1-10,seed,idelictech.com,deep learning,,python,1,20,,,,,40.4416941,-79.9900861,"PGH, Allegheny County, Pennsylvania, USA"
7205,2014-08-01,startup,https://angel.co/kwoller-1,new york city,mobile commerce,kwoller,mobile shopping with algorithmic discovery,,,seed,kwoller.com,deep learning,,python,0,55,,,,,40.7308619,-73.9871558,"NYC, New York, USA"
7206,2015-04-01,startup,https://angel.co/twosense,brooklyn,biometrics,twosense.ai,continuous mobile user authentication through behavioral biometrics.,,1-10,seed,twosense.ai,deep learning,,python,1,47,,,,,40.6501038,-73.9495823,"BK, Kings County, NYC, New York, 11226, USA"
7207,2015-12-01,startup,https://angel.co/vetty,new york city,identity management,vetty,next gen identity and background verification platform utilizing blockchain,,11-50,seed,vetty.co,deep learning,,python,11,39,,,,,40.7308619,-73.9871558,"NYC, New York, USA"
7208,2016-06-01,startup,https://angel.co/lotadata,san francisco,geospatial,lotadata,people intelligence: geo analytics and deep insights for the connected mobile world,,1-10,seed,lotadata.com,deep learning,,python,1,33,,,,,37.7792808,-122.4192363,"SF, California, USA"
7209,2016-05-01,startup,https://angel.co/md-ai,new york city,deep learning,md.ai,"ai powered medicine, starting with radiology",,1-10,seed,md.ai,deep learning,,python,1,34,,,,,40.7308619,-73.9871558,"NYC, New York, USA"
7210,2016-04-01,startup,https://angel.co/ozmo-2,blacksburg,customer support tools,ozmo,actually good tech support,,1-10,seed,ozmoapp.com,deep learning,,python,1,35,,,,,37.2296566,-80.4136767,"Blacksburg, Montgomery County, Virginia, USA"
7211,2016-06-01,startup,https://angel.co/heuritech,paris,beauty,heuritech,product trend analysis,,-,seed,heuritech.com,deep learning,,python,,33,,,,,48.8566101,2.3514992,"Paris, Île-de-France, France métropolitaine, France"
7212,2016-08-01,startup,https://angel.co/crowdai,mountain view,computer vision,crowdai,smarter image recognition,,1-10,seed,crowdai.com,deep learning,,python,1,31,,,,,37.3893889,-122.0832101,"Mountain View, Santa Clara County, California, USA"
7213,2017-01-01,startup,https://angel.co/deepen-ai,santa clara,robotics,deepen ai,ai models & tools for autonomous system development,,11-50,seed,deepen.ai,deep learning,,python,11,26,,,,,37.3541132,-121.9551744,"Santa Clara, Santa Clara County, California, USA"
7214,2017-02-01,startup,https://angel.co/tarsier,san francisco,computer vision,tarsier,,,1-10,seed,tarsier.co,deep learning,,python,1,25,,,,,,-122.4192363,"SF, California, USA"
7215,2017-03-01,startup,https://angel.co/99-tartans,pittsburgh,robotics,99 tartans,investing in carnegie mellon alumni & startups,,,seed,99tartans.com,deep learning,,python,0,24,,,,,40.4416941,-79.9900861,"PGH, Allegheny County, Pennsylvania, USA"
7216,2017-06-01,startup,https://angel.co/acuratio,san francisco,artificial intelligence,acuratio,training on the edge. privacy preserving ml.,,1-10,seed,acuratio.com,deep learning,,python,1,21,,,,,37.7792808,-122.4192363,"SF, California, USA"
7217,2017-05-01,startup,https://angel.co/apli-1,mexico city,business services,apli,latin americas first on demand recruiting platform,,11-50,seed,apli.jobs,deep learning,,python,11,22,,,,,19.4326009,-99.1333416,"Ciudad de México, Cuauhtémoc, CDMX, 06060, México"
7218,2017-07-01,startup,https://angel.co/alluvium-1,new york city,industrial,alluvium,human centered ai for industrial operators,,-,seed,alluvium.io,deep learning,,python,,20,,,,,40.7308619,-73.9871558,"NYC, New York, USA"
7219,2014-09-01,startup,https://angel.co/renaissance-learning,san francisco,k 12 education,renaissance learning,make a difference in the lives of millions of students globally,40000000.0,501-1000,seed,renaissance.com,deep learning,,python,501,54,740740.7407407408,40000.0,40.0,0.04,37.7792808,-122.4192363,"SF, California, USA"
7220,2015-04-01,startup,https://angel.co/doneby,los angeles,content discovery,doneby,imdb for digital first content,,1-10,seed,doneby.com,deep learning,,python,1,47,,,,,34.0536834,-118.2427669,"LA, Los Angeles County, California, USA"
7221,2015-09-01,startup,https://angel.co/eos-data-analytics,menlo park,big data analytics,eos data analytics,earth observation image analytics platform,,11-50,seed,eosda.com,deep learning,,python,11,42,,,,,,-122.1821871,"Menlo Park, San Mateo County, California, USA"
7222,2016-02-01,startup,https://angel.co/algorithmic-intuition,san francisco,sensors,algorithmic intuition,software algorithms for wearable and iot,,-,seed,algorithmicintuition.com,deep learning,,python,,37,,,,,37.7792808,-122.4192363,"SF, California, USA"
7223,2016-03-01,startup,https://angel.co/trycleo,san francisco,computer vision,cleo,customer intelligence,,1-10,seed,trycleo.com,deep learning,,python,1,36,,,,,37.7792808,-122.4192363,"SF, California, USA"
7224,2016-05-01,startup,https://angel.co/clearbrain,san francisco,cloud infrastructure,clearbrain,predicting user behavior,,11-50,seed,clearbrain.com,deep learning,,python,11,34,,,,,37.7792808,-122.4192363,"SF, California, USA"
7225,2016-09-01,startup,https://angel.co/casting-ai,los angeles,entertainment industry,casting.ai,"robots helping brands, ad agencies and studios find talent",,1-10,seed,castingAi.com,deep learning,,python,1,30,,,,,34.0536834,-118.2427669,"LA, Los Angeles County, California, USA"
7226,2016-09-01,startup,https://angel.co/revcloud,san francisco,social media platforms,revcloud,building invite only b2b micro communities on graph database,,1-10,seed,revcloud.com,deep learning,,python,1,30,,,,,37.7792808,-122.4192363,"SF, California, USA"
7227,2011-08-01,startup,https://angel.co/interplay-learning,austin,technical continuing education,interplay learning,scalable skills training,300000.0,11-50,seed,interplaylearning.com,deep learning,,python,11,92,3260.8695652173915,300.0,0.3,0.0003,30.2711286,-97.7436995,"Austin, Travis County, Texas, USA"
7228,2015-12-01,startup,https://angel.co/leeruniek,amsterdam,big data analytics,leeruniek,learning analytics to personalise learning,1400000.0,11-50,seed,leeruniek.nl,deep learning,,python,11,39,35897.4358974359,1400.0,1.4,0.0014,52.3745403,4.89797550561798,"Amsterdam, Noord-Holland, Nederland"
7229,2014-10-01,startup,https://angel.co/umbocv,taipei,enterprise security,umbo computer vision,autonomous security systems for a safer and happier world.,9600000.0,11-50,seed,umbocv.ai,deep learning,,python,11,53,181132.0754716981,9600.0,9.6,0.0096,25.0375198,121.5636796,"臺北市, 信義區, 臺北市, 11008, 臺灣"
7230,2015-01-01,startup,https://angel.co/project-pals,los angeles,k 12 education,project pals,project pals is a web solution. students create projects in collaboration with others.,,-,seed,projectpals.com,deep learning,,python,,50,,,,,34.0536834,-118.2427669,"LA, Los Angeles County, California, USA"
7231,2015-05-01,startup,https://angel.co/muru-music,australia,b2b,muru music,combining a.i. with the fundamentals of dj ing to solve music classification,,1-10,seed,murumusic.com,deep learning,,python,1,46,,,,,-24.7761086,134.755,Australia
7232,2016-04-01,startup,https://angel.co/byor-lab,mountain view,saas,byor,state of the art resume bot,,1-10,seed,byor.xyz,deep learning,,python,1,35,,,,,37.3893889,-122.0832101,"Mountain View, Santa Clara County, California, USA"
7233,2016-10-01,startup,https://angel.co/helm-ai,menlo park,computer vision,helm.ai,next generation ai for autonomous driving.,10000000.0,11-50,seed,helm.ai,deep learning,,python,11,29,344827.5862068966,10000.0,10.0,0.01,37.4538274,-122.1821871,"Menlo Park, San Mateo County, California, USA"
7234,2016-11-01,startup,https://angel.co/insilico-medicine2,baltimore,bioinformatics,insilico medicine,ai for drug discovery and repurposing,1500000.0,11-50,seed,insilicomedicine.com,deep learning,,python,11,28,53571.42857142857,1500.0,1.5,0.0015,39.2908816,-76.610759,"Baltimore, Maryland, 21203, USA"
7235,2017-07-01,startup,https://angel.co/peritus-ai,palo alto,tech field support,peritus.ai,virtual expert for datacenter systems,,-,seed,peritus.ai,deep learning,,python,,20,,,,,37.4455862,-122.1619289,"Palo Alto, Santa Clara County, California, USA"
7236,2017-07-01,startup,https://angel.co/phiar-1,palo alto,augmented reality,phiar technologies,augmented reality navigation with deep learning adas,,1-10,seed,phiar.net,deep learning,,python,1,20,,,,,37.4455862,-122.1619289,"Palo Alto, Santa Clara County, California, USA"
